Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00009644,Toothbrush 4000,2022-12-04 22:21:11.740993600,19,7,cb28dy,cb28dy,1,Dispatched,2022-12-05 05:36:37.751796400,Delivered,2022-12-06 07:39:37.347214
BRU00009617,Toothbrush 4000,2022-12-05 06:34:17.772543600,21,9,cm248fs,cm248fs,1,Dispatched,2022-12-05 12:31:09.010251600,Delivered,2022-12-06 18:00:13.954944
BRU00009272,Toothbrush 2000,2022-12-05 02:25:41.771257600,65,8,bn211ll,bn211ll,1,Order Received,2022-12-05 02:36:38.281549600,,
BRU00008722,Toothbrush 2000,2022-12-05 11:45:48.292590800,64,2,b235bh,b235bh,1,Order Received,2022-12-05 11:57:44.245737200,,
BRU00009658,Toothbrush 2000,2022-12-05 04:23:14.166860000,67,8,ab124se,ab124se,1,Order Received,2022-12-05 04:35:06.121918400,,
BRU00008734,Toothbrush 4000,2022-12-04 23:05:11.525382800,16,2,gu280lx,gu280lx,1,Order Confirmed,2022-12-05 00:03:40.923347600,,
BRU00009130,Toothbrush 4000,2022-12-05 16:40:49.182404000,25,4,b966qb,b966qb,1,Dispatched,2022-12-05 23:34:53.665916000,Delivered,2022-12-07 01:16:39.928859600
BRU00009200,Toothbrush 4000,2022-12-04 15:00:08.663810000,39,3,g727dj,g727dj,1,Dispatched,2022-12-04 21:57:29.063843600,Delivered,2022-12-05 17:55:12.079228400
BRU00009255,Toothbrush 4000,2022-12-05 18:13:26.178308800,35,9,en36we,en36we,1,Dispatched,2022-12-06 00:40:46.831505200,In Transit,2022-12-06 01:39:16.863973600
BRU00009551,Toothbrush 4000,2022-12-05 20:37:17.228632000,26,1,dg88pe,dg88pe,1,Order Confirmed,2022-12-05 21:35:10.788460000,,
BRU00008910,Toothbrush 4000,2022-12-05 10:51:12.694640800,43,6,cw26qw,cw26qw,1,Order Confirmed,2022-12-05 11:56:47.384308000,,
BRU00008873,Toothbrush 4000,2022-12-05 00:06:40.413688000,33,5,bb23aw,bb23aw,1,Dispatched,2022-12-05 06:58:45.404549200,Delivered,2022-12-06 04:39:00.743308
BRU00009357,Toothbrush 2000,2022-12-05 03:47:55.183415600,69,5,g665jt,g665jt,1,Order Received,2022-12-05 03:59:00.822926000,,
BRU00009396,Toothbrush 2000,2022-12-05 07:13:07.100567600,50,5,hp42gp,hp42gp,1,Dispatched,2022-12-05 13:17:39.651005599,Delivered,2022-12-06 18:59:02.613312799
BRU00009268,Toothbrush 4000,2022-12-05 01:59:11.403292000,23,2,cf329dy,cf329dy,1,Dispatched,2022-12-05 08:41:29.051651200,Delivered,2022-12-06 06:24:13.841551600
BRU00008790,Toothbrush 4000,2022-12-05 12:20:57.301931200,15,1,bl66lb,bl66lb,1,Order Confirmed,2022-12-05 13:03:53.334343600,,
BRU00008862,Toothbrush 2000,2022-12-05 08:01:51.350496000,48,2,e139px,e139px,1,Order Received,2022-12-05 08:13:48.400123200,,
BRU00009207,Toothbrush 4000,2022-12-04 22:38:13.469428400,25,1,hx15an,hx15an,1,Order Confirmed,2022-12-04 23:59:05.746190000,,
BRU00009342,Toothbrush 4000,2022-12-05 03:21:26.750520800,20,6,ex39dd,ex39dd,1,Order Received,2022-12-05 03:32:26.777753600,,
BRU00009409,Toothbrush 4000,2022-12-05 03:40:02.700009600,30,4,cf53hn,cf53hn,1,Dispatched,2022-12-05 12:09:43.863956400,Delivered,2022-12-06 14:14:37.495875600
BRU00009406,Toothbrush 4000,2022-12-05 12:05:20.662706400,22,8,hu114jn,hu114jn,1,Order Received,2022-12-05 12:17:03.815671200,,
BRU00008737,Toothbrush 4000,2022-12-05 11:46:47.876821200,28,3,dh34hp,dh34hp,1,Order Received,2022-12-05 11:59:31.364662800,,
BRU00008974,Toothbrush 4000,2022-12-05 06:05:30.805221200,12,2,gy13qq,gy13qq,1,Order Received,2022-12-05 06:18:20.228652800,,
BRU00009232,Toothbrush 4000,2022-12-04 18:12:38.378740000,30,3,b798ue,b798ue,1,Order Received,2022-12-04 18:24:18.111942400,,
BRU00009528,Toothbrush 4000,2022-12-05 06:03:34.138705600,14,5,ex41ly,ex41ly,1,Dispatched,2022-12-05 13:05:37.067718400,Delivered,2022-12-06 21:40:12.568446400
BRU00009516,Toothbrush 2000,2022-12-05 08:43:49.377632400,58,9,dn48lx,dn48lx,1,Dispatched,2022-12-05 16:09:29.945500800,Delivered,2022-12-06 22:32:28.918297200
BRU00009240,Toothbrush 4000,2022-12-05 05:57:59.474373600,22,5,gl207bq,gl207bq,1,Order Confirmed,2022-12-05 07:07:30.659935200,,
BRU00009333,Toothbrush 4000,2022-12-05 06:12:42.920050400,32,9,bn19sf,bn19sf,1,Order Confirmed,2022-12-05 07:25:54.790299200,,
BRU00009381,Toothbrush 4000,2022-12-05 04:31:21.967986000,10,2,ex187bj,ex187bj,1,Order Received,2022-12-05 04:43:32.990620800,,
BRU00008736,Toothbrush 4000,2022-12-05 14:27:28.809966800,27,3,bn107dp,bn107dp,1,Dispatched,2022-12-05 22:05:12.711021200,Delivered,2022-12-06 23:06:46.450971200
BRU00009372,Toothbrush 4000,2022-12-05 18:05:36.786107600,11,3,dl30qe,dl30qe,1,Order Confirmed,2022-12-05 19:06:47.714639600,,
BRU00008992,Toothbrush 2000,2022-12-05 00:35:49.941003200,73,5,ip12ej,ip12ej,1,Order Confirmed,2022-12-05 01:45:33.719588000,,
BRU00008851,Toothbrush 4000,2022-12-05 11:26:18.602630400,24,5,co79pl,co79pl,1,Dispatched,2022-12-05 18:28:16.304907600,Delivered,2022-12-06 19:40:21.361968
BRU00009401,Toothbrush 2000,2022-12-04 15:19:20.074109600,62,6,ab156wg,ab156wg,1,Order Received,2022-12-04 15:32:35.083464800,,
BRU00009378,Toothbrush 2000,2022-12-04 22:12:47.572101200,75,2,gl538hl,gl538hl,1,Order Confirmed,2022-12-04 23:00:48.604775600,,
BRU00009422,Toothbrush 2000,2022-12-05 10:43:10.161012400,90,5,bl35py,bl35py,1,Dispatched,2022-12-05 17:10:28.146644800,Delivered,2022-12-06 15:08:28.807372
BRU00008845,Toothbrush 4000,2022-12-05 02:06:04.964410800,16,6,cb231jf,cb231jf,1,Order Confirmed,2022-12-05 03:03:06.971083200,,
BRU00009063,Toothbrush 4000,2022-12-05 07:20:09.957819600,19,5,dn172dp,dn172dp,1,Dispatched,2022-12-05 14:29:01.785258000,Delivered,2022-12-06 07:47:23.922162
BRU00009042,Toothbrush 4000,2022-12-04 20:11:42.509236000,28,3,fy68fj,fy68fj,1,Dispatched,2022-12-05 02:53:57.030228400,In Transit,2022-12-05 03:54:37.655526400
BRU00009519,Toothbrush 2000,2022-12-05 08:36:30.584909600,98,4,b989nb,b989nb,1,Dispatched,2022-12-05 15:35:15.927389600,Delivered,2022-12-06 23:56:42.015934400
BRU00009150,Toothbrush 4000,2022-12-04 23:59:17.204842800,19,7,ba34hr,ba34hr,1,Order Confirmed,2022-12-05 00:36:51.561228000,,
BRU00008803,Toothbrush 4000,2022-12-04 15:26:49.409888000,23,6,co11wr,co11wr,1,Order Received,2022-12-04 15:38:01.746849200,,
BRU00009512,Toothbrush 4000,2022-12-05 11:29:13.258900800,20,5,hd22ga,hd22ga,1,Order Received,2022-12-05 11:41:33.183619200,,
BRU00009290,Toothbrush 4000,2022-12-05 17:49:12.544259600,15,3,cv65dj,cv65dj,1,Order Confirmed,2022-12-05 19:00:21.970656800,,
BRU00009251,Toothbrush 4000,2022-12-05 17:29:28.917802400,13,2,en11ll,en11ll,1,Order Received,2022-12-05 17:41:05.967608000,,
BRU00009010,Toothbrush 2000,2022-12-05 01:45:15.350986000,80,9,cm131dz,cm131dz,1,Order Confirmed,2022-12-05 02:52:06.264695200,,
BRU00009344,Toothbrush 2000,2022-12-04 17:37:41.253180800,60,6,ex11ta,ex11ta,1,Order Confirmed,2022-12-04 18:46:11.929186400,,
BRU00008807,Toothbrush 2000,2022-12-05 05:58:28.565355200,90,8,dn75ls,dn75ls,1,Order Received,2022-12-05 06:10:34.976980400,,
BRU00009040,Toothbrush 2000,2022-12-04 19:10:59.999370800,83,6,fk15af,fk15af,1,Dispatched,2022-12-05 03:02:12.112240400,In Transit,2022-12-05 04:00:26.955156800
BRU00008819,Toothbrush 2000,2022-12-04 18:57:22.183677200,84,6,cw111bt,cw111bt,1,Order Received,2022-12-04 19:10:04.291228400,,
BRU00009041,Toothbrush 4000,2022-12-05 03:40:26.190539199,42,7,b956he,b956he,1,Order Received,2022-12-05 03:51:53.380891599,,
BRU00008874,Toothbrush 2000,2022-12-05 05:14:24.465406000,83,5,ct68ad,ct68ad,1,Order Confirmed,2022-12-05 06:19:31.151328400,,
BRU00009030,Toothbrush 4000,2022-12-05 17:37:30.188694800,25,4,co107ew,co107ew,1,Order Received,2022-12-05 17:50:09.923554400,,
BRU00008743,Toothbrush 4000,2022-12-04 20:19:25.660164000,22,2,bb56ew,bb56ew,1,Order Confirmed,2022-12-04 21:40:16.198201200,,
BRU00008725,Toothbrush 4000,2022-12-05 17:33:56.234346000,27,3,dn331eq,dn331eq,1,Dispatched,2022-12-05 23:54:26.063728800,Delivered,2022-12-07 03:47:39.523357200
BRU00009584,Toothbrush 2000,2022-12-05 01:20:10.497452400,54,6,ha01ez,ha01ez,1,Dispatched,2022-12-05 08:15:13.063166400,Delivered,2022-12-06 08:58:11.252893200
BRU00009102,Toothbrush 4000,2022-12-05 07:53:41.336285600,20,1,gu101ba,gu101ba,1,Dispatched,2022-12-05 14:55:56.353641200,Delivered,2022-12-06 16:04:40.312120400
BRU00009210,Toothbrush 2000,2022-12-04 18:33:09.579065600,57,8,dt47jl,dt47jl,1,Dispatched,2022-12-05 01:57:00.735636800,In Transit,2022-12-05 02:49:23.487486800
BRU00009289,Toothbrush 4000,2022-12-05 15:08:55.708271200,30,6,b152jd,b152jd,1,Dispatched,2022-12-05 21:44:21.520514800,Delivered,2022-12-07 01:39:35.711197600
BRU00008875,Toothbrush 4000,2022-12-04 20:53:15.948826000,17,8,hp43ag,hp43ag,1,Order Confirmed,2022-12-04 21:42:33.881496400,,
BRU00008896,Toothbrush 2000,2022-12-05 06:08:03.165732800,86,1,bn32th,bn32th,1,Dispatched,2022-12-05 12:12:23.573626400,Delivered,2022-12-06 11:47:09.915714800
BRU00009369,Toothbrush 2000,2022-12-05 01:59:47.570807200,81,4,ct101sj,ct101sj,1,Order Confirmed,2022-12-05 03:27:57.164977600,,
BRU00008816,Toothbrush 4000,2022-12-05 02:05:32.990769600,33,9,cm226du,cm226du,1,Dispatched,2022-12-05 09:10:38.618004000,Delivered,2022-12-06 05:06:25.193588400
BRU00008923,Toothbrush 4000,2022-12-05 07:54:09.605807200,31,7,ch635jn,ch635jn,1,Dispatched,2022-12-05 15:02:58.134083200,Delivered,2022-12-06 20:21:33.120298
BRU00009197,Toothbrush 2000,2022-12-05 09:39:53.863670800,78,5,de243gn,de243gn,1,Dispatched,2022-12-05 17:09:10.529675200,Delivered,2022-12-06 17:11:56.923039600
BRU00009588,Toothbrush 2000,2022-12-05 04:10:15.499641200,86,7,en119lx,en119lx,1,Dispatched,2022-12-05 12:14:05.938474400,Delivered,2022-12-06 17:44:37.297815199
BRU00009050,Toothbrush 2000,2022-12-05 01:14:14.861457599,63,7,ca13rt,ca13rt,1,Order Confirmed,2022-12-05 02:09:34.704575999,,
BRU00009258,Toothbrush 2000,2022-12-05 11:42:36.930386800,86,1,en48pp,en48pp,1,Order Confirmed,2022-12-05 12:47:10.297286800,,
BRU00009288,Toothbrush 2000,2022-12-04 17:31:47.874690000,79,3,dl149ea,dl149ea,1,Order Confirmed,2022-12-04 18:38:47.312248800,,
BRU00008902,Toothbrush 2000,2022-12-05 00:12:54.881249600,78,2,cv379hw,cv379hw,1,Dispatched,2022-12-05 07:00:06.151916000,Delivered,2022-12-06 13:32:10.239264800
BRU00008892,Toothbrush 4000,2022-12-05 07:53:44.172760400,18,5,bd207ae,bd207ae,1,Dispatched,2022-12-05 15:28:30.127118000,Delivered,2022-12-06 13:05:05.008173200
BRU00009127,Toothbrush 4000,2022-12-05 09:37:21.577269600,20,3,b449ep,b449ep,1,Order Confirmed,2022-12-05 10:47:40.169481600,,
BRU00009054,Toothbrush 4000,2022-12-04 23:29:37.288038000,24,5,eh128up,eh128up,1,Dispatched,2022-12-05 06:30:39.524751600,Delivered,2022-12-06 18:09:36.093289200
BRU00009352,Toothbrush 4000,2022-12-05 05:28:14.452788800,39,2,bs329ad,bs329ad,1,Dispatched,2022-12-05 13:21:46.305458000,Delivered,2022-12-06 14:21:37.455491600
BRU00009390,Toothbrush 2000,2022-12-05 11:42:57.370766400,80,9,e17nr,e17nr,1,Order Received,2022-12-05 11:55:46.177042800,,
BRU00008853,Toothbrush 4000,2022-12-05 08:17:12.766068800,12,9,hx61hb,hx61hb,1,Order Confirmed,2022-12-05 09:22:52.999671200,,
BRU00008809,Toothbrush 4000,2022-12-05 11:42:33.561536800,18,5,al100pg,al100pg,1,Order Confirmed,2022-12-05 12:35:04.553927200,,
BRU00008707,Toothbrush 2000,2022-12-05 05:23:44.864442400,74,1,al23aq,al23aq,1,Order Confirmed,2022-12-05 06:20:45.645548800,,
BRU00009534,Toothbrush 2000,2022-12-05 06:27:43.913890400,89,7,bb44dp,bb44dp,1,Order Received,2022-12-05 06:38:53.245344800,,
BRU00008998,Toothbrush 4000,2022-12-05 06:26:34.140415200,27,5,fk38pr,fk38pr,1,Order Received,2022-12-05 06:39:15.996394800,,
BRU00008752,Toothbrush 2000,2022-12-04 12:05:47.657295600,74,2,cb21an,cb21an,1,Order Received,2022-12-04 12:17:50.899066800,,
BRU00009015,Toothbrush 4000,2022-12-05 02:23:53.806601600,12,1,ba147tj,ba147tj,1,Order Confirmed,2022-12-05 03:52:15.149627600,,
BRU00009529,Toothbrush 2000,2022-12-05 06:17:52.061624000,78,2,ch663sq,ch663sq,1,Order Received,2022-12-05 06:29:51.907256000,,
BRU00008763,Toothbrush 4000,2022-12-05 01:34:02.340217200,21,6,gu511hj,gu511hj,1,Order Received,2022-12-05 01:45:59.136181200,,
BRU00008766,Toothbrush 4000,2022-12-04 22:13:33.820621600,23,6,g689ef,g689ef,1,Order Confirmed,2022-12-04 23:44:10.157016400,,
BRU00009061,Toothbrush 2000,2022-12-05 04:36:41.070592000,69,2,ch638qr,ch638qr,1,Dispatched,2022-12-05 11:38:04.715123200,Delivered,2022-12-06 17:45:46.067089600
BRU00009346,Toothbrush 4000,2022-12-05 08:56:44.254088800,31,2,ba53jz,ba53jz,1,Dispatched,2022-12-05 16:02:41.099513200,Delivered,2022-12-06 18:13:00.492037600
BRU00009157,Toothbrush 2000,2022-12-04 23:48:38.714798400,62,9,bb50rb,bb50rb,1,Dispatched,2022-12-05 06:29:25.379583600,Delivered,2022-12-06 12:07:06.507655200
BRU00009124,Toothbrush 4000,2022-12-05 02:05:17.398746000,17,1,b713dd,b713dd,1,Order Confirmed,2022-12-05 03:13:29.157482399,,
BRU00009167,Toothbrush 2000,2022-12-04 22:06:25.373521200,93,7,b347nr,b347nr,1,Order Received,2022-12-04 22:19:26.792829600,,
BRU00009354,Toothbrush 4000,2022-12-05 20:03:07.105616400,26,6,cr05ah,cr05ah,1,Dispatched,2022-12-06 03:11:38.802812400,In Transit,2022-12-06 04:00:41.342178
BRU00009631,Toothbrush 4000,2022-12-05 07:56:33.865177600,25,8,b57na,b57na,1,Order Received,2022-12-05 08:07:45.397330000,,
BRU00008826,Toothbrush 4000,2022-12-05 16:36:35.954170400,36,1,dy83lu,dy83lu,1,Dispatched,2022-12-06 00:04:07.495415600,In Transit,2022-12-06 00:54:38.882579600
BRU00009165,Toothbrush 4000,2022-12-05 05:22:20.555344000,20,5,hu114pg,hu114pg,1,Dispatched,2022-12-05 12:31:04.952882800,Delivered,2022-12-06 14:02:13.773197200
BRU00008709,Toothbrush 2000,2022-12-04 13:41:06.368688000,73,3,ip173rq,ip173rq,1,Dispatched,2022-12-04 20:14:00.099709200,Delivered,2022-12-05 17:02:33.615212400
BRU00009260,Toothbrush 2000,2022-12-04 21:18:55.637605600,86,5,ct88nt,ct88nt,1,Order Received,2022-12-04 21:31:08.392729600,,
BRU00009263,Toothbrush 2000,2022-12-05 04:55:54.427634400,72,9,bh104dl,bh104dl,1,Order Received,2022-12-05 05:08:41.304937200,,
BRU00009187,Toothbrush 4000,2022-12-04 13:53:20.732281200,24,2,dh70hr,dh70hr,1,Order Confirmed,2022-12-04 14:59:41.327539200,,
BRU00009000,Toothbrush 4000,2022-12-04 19:37:01.433506800,17,6,ab393qr,ab393qr,1,Order Received,2022-12-04 19:48:05.960905200,,
BRU00008798,Toothbrush 2000,2022-12-05 05:57:57.134631200,89,6,ct202nu,ct202nu,1,Order Confirmed,2022-12-05 07:05:12.948600800,,
BRU00009243,Toothbrush 4000,2022-12-05 00:56:35.044079600,42,1,b313qy,b313qy,1,Order Received,2022-12-05 01:09:40.988076800,,
BRU00009047,Toothbrush 4000,2022-12-05 13:07:37.827919200,27,5,gl22ey,gl22ey,1,Order Received,2022-12-05 13:18:46.467356400,,
BRU00009081,Toothbrush 4000,2022-12-04 18:19:48.139634800,28,3,dn50pb,dn50pb,1,Dispatched,2022-12-05 01:55:26.396347600,In Transit,2022-12-05 02:40:47.483232400
BRU00009065,Toothbrush 4000,2022-12-04 19:12:08.190817600,23,1,eh125sa,eh125sa,1,Dispatched,2022-12-05 02:55:20.881560400,In Transit,2022-12-05 03:51:31.152226
BRU00009400,Toothbrush 4000,2022-12-05 03:24:26.936608000,30,6,bn114bu,bn114bu,1,Order Confirmed,2022-12-05 04:31:13.738764400,,
BRU00009612,Toothbrush 4000,2022-12-05 14:25:06.313852400,2,6,ch650es,ch650es,1,Dispatched,2022-12-05 21:09:00.934940000,Delivered,2022-12-07 06:08:45.758945600
BRU00009298,Toothbrush 4000,2022-12-05 02:11:53.019844400,40,4,bl53gu,bl53gu,1,Dispatched,2022-12-05 09:15:11.289351200,Delivered,2022-12-06 09:58:05.633889200
BRU00008878,Toothbrush 4000,2022-12-05 01:25:45.868013200,41,1,ct54qh,ct54qh,1,Order Received,2022-12-05 01:37:26.569176400,,
BRU00009414,Toothbrush 2000,2022-12-05 00:54:06.112908400,65,9,fy83pu,fy83pu,1,Order Confirmed,2022-12-05 01:43:55.360873600,,
BRU00009487,Toothbrush 2000,2022-12-05 05:56:46.232811200,73,2,gl22fs,gl22fs,1,Dispatched,2022-12-05 13:24:53.403134000,Delivered,2022-12-06 15:13:26.839689200
BRU00009216,Toothbrush 2000,2022-12-04 10:18:42.726164800,86,4,ex68bt,ex68bt,1,Dispatched,2022-12-04 16:52:28.650731200,Delivered,2022-12-05 17:04:39.371707600
BRU00008946,Toothbrush 4000,2022-12-05 02:09:46.664038400,8,3,ca141bd,ca141bd,1,Dispatched,2022-12-05 07:58:04.890384800,Delivered,2022-12-06 12:57:26.619072800
BRU00008841,Toothbrush 4000,2022-12-05 06:05:07.576486800,30,4,cr43eu,cr43eu,1,Order Received,2022-12-05 06:16:23.365326000,,
BRU00009181,Toothbrush 2000,2022-12-04 18:04:14.696986000,64,5,ip200lr,ip200lr,1,Order Received,2022-12-04 18:16:16.136474800,,
BRU00009253,Toothbrush 4000,2022-12-05 05:05:32.758887200,27,5,dy29ae,dy29ae,1,Order Confirmed,2022-12-05 06:15:09.948132800,,
BRU00009575,Toothbrush 2000,2022-12-04 19:19:40.225253600,76,1,ha38lh,ha38lh,1,Order Confirmed,2022-12-04 20:26:02.619312800,,
BRU00009367,Toothbrush 2000,2022-12-05 09:05:22.902202000,72,8,dy54qj,dy54qj,1,Dispatched,2022-12-05 17:00:36.894809200,Delivered,2022-12-06 16:50:04.529090800
BRU00009275,Toothbrush 4000,2022-12-05 06:09:31.571227200,9,8,cm50qp,cm50qp,1,Order Confirmed,2022-12-05 06:48:50.409256800,,
BRU00009338,Toothbrush 4000,2022-12-05 08:48:58.856068800,39,4,en110fa,en110fa,1,Order Confirmed,2022-12-05 10:16:22.354554000,,
BRU00009111,Toothbrush 4000,2022-12-05 14:22:45.150282400,44,2,br67re,br67re,1,Order Received,2022-12-05 14:34:37.995170800,,
BRU00009208,Toothbrush 4000,2022-12-05 14:47:20.897053600,14,5,de225jy,de225jy,1,Dispatched,2022-12-05 21:33:31.612876000,Delivered,2022-12-07 00:43:06.139356400
BRU00008825,Toothbrush 2000,2022-12-04 20:56:59.326545600,75,5,eh222ab,eh222ab,1,Order Received,2022-12-04 21:09:09.643512000,,
BRU00009247,Toothbrush 4000,2022-12-04 17:23:53.706420400,21,9,cr53ss,cr53ss,1,Dispatched,2022-12-04 23:29:37.437156400,Delivered,2022-12-06 01:26:40.886482
BRU00009073,Toothbrush 4000,2022-12-05 06:05:35.027658800,34,6,ba26fg,ba26fg,1,Dispatched,2022-12-05 13:50:15.726604400,Delivered,2022-12-06 12:50:35.212068800
BRU00009628,Toothbrush 4000,2022-12-05 06:38:29.382271600,32,7,bn412wp,bn412wp,1,Order Confirmed,2022-12-05 07:40:40.883140000,,
BRU00009119,Toothbrush 2000,2022-12-04 15:19:30.145437600,82,7,e147gs,e147gs,1,Order Confirmed,2022-12-04 16:38:21.076279200,,
BRU00009032,Toothbrush 2000,2022-12-05 06:00:24.167261200,88,2,dl120nw,dl120nw,1,Order Confirmed,2022-12-05 06:45:02.073510400,,
BRU00009520,Toothbrush 2000,2022-12-05 07:49:12.247401200,78,3,gu104qy,gu104qy,1,Dispatched,2022-12-05 13:45:28.370644400,Delivered,2022-12-06 11:56:43.832333600
BRU00009639,Toothbrush 2000,2022-12-05 05:06:54.541978000,59,2,cv64nj,cv64nj,1,Order Confirmed,2022-12-05 06:10:21.716812000,,
BRU00009029,Toothbrush 2000,2022-12-04 20:06:10.683321599,69,4,co156qb,co156qb,1,Order Received,2022-12-04 20:16:56.071748399,,
BRU00009620,Toothbrush 4000,2022-12-05 12:03:08.828585200,11,3,dn75al,dn75al,1,Order Received,2022-12-05 12:16:12.721669600,,
BRU00008860,Toothbrush 2000,2022-12-04 10:07:01.958093600,53,9,cm28sh,cm28sh,1,Dispatched,2022-12-04 17:06:20.242179200,Delivered,2022-12-05 19:30:20.733161600
BRU00009599,Toothbrush 4000,2022-12-05 02:06:30.124563200,34,9,im41jl,im41jl,1,Dispatched,2022-12-05 09:22:52.338195200,Delivered,2022-12-06 10:57:56.192084
BRU00009444,Toothbrush 2000,2022-12-05 08:31:09.196042800,75,1,cr27lt,cr27lt,1,Order Confirmed,2022-12-05 09:50:15.754664400,,
BRU00009310,Toothbrush 4000,2022-12-04 15:58:31.880502400,23,3,cf56bd,cf56bd,1,Order Received,2022-12-04 16:10:55.482350800,,
BRU00009586,Toothbrush 4000,2022-12-04 23:46:40.688730800,25,7,dt101dw,dt101dw,1,Order Received,2022-12-04 23:59:22.505952800,,
BRU00008932,Toothbrush 2000,2022-12-04 16:32:48.120552800,88,7,cm83ns,cm83ns,1,Dispatched,2022-12-04 23:30:17.660655200,Delivered,2022-12-06 02:16:52.092381200
BRU00009522,Toothbrush 4000,2022-12-05 10:23:29.413188000,23,6,bb70sb,bb70sb,1,Order Confirmed,2022-12-05 11:39:26.971219200,,
BRU00008957,Toothbrush 4000,2022-12-05 01:16:44.178739200,29,2,ex313th,ex313th,1,Order Confirmed,2022-12-05 02:43:12.684096000,,
BRU00008822,Toothbrush 2000,2022-12-05 04:47:36.345148400,71,2,bn126lu,bn126lu,1,Dispatched,2022-12-05 11:42:29.593223600,Delivered,2022-12-06 17:43:47.004070400
BRU00008842,Toothbrush 4000,2022-12-05 03:20:22.555816800,25,3,gu466xj,gu466xj,1,Order Confirmed,2022-12-05 04:30:32.553651600,,
BRU00009229,Toothbrush 2000,2022-12-05 00:24:06.057034800,84,2,eh329la,eh329la,1,Dispatched,2022-12-05 07:57:08.560615199,Delivered,2022-12-06 04:55:01.257699599
BRU00009261,Toothbrush 2000,2022-12-04 20:23:02.073576800,87,5,cf417by,cf417by,1,Order Confirmed,2022-12-04 21:19:49.720731200,,
BRU00008895,Toothbrush 4000,2022-12-05 23:17:47.635918800,22,7,hu55xj,hu55xj,1,Order Received,2022-12-05 23:30:57.358738800,,
BRU00009334,Toothbrush 4000,2022-12-04 21:45:24.126547600,29,3,gl510ea,gl510ea,1,Order Confirmed,2022-12-04 22:54:49.537349200,,
BRU00009545,Toothbrush 4000,2022-12-05 03:28:07.378561600,8,7,cv226pq,cv226pq,1,Order Received,2022-12-05 03:39:22.051159600,,
BRU00009656,Toothbrush 4000,2022-12-05 04:55:50.631223600,35,1,gu470yg,gu470yg,1,Order Confirmed,2022-12-05 06:02:34.887348400,,
BRU00009191,Toothbrush 2000,2022-12-05 07:28:33.439957600,84,8,bs207sr,bs207sr,1,Dispatched,2022-12-05 13:59:35.417676399,Delivered,2022-12-06 19:00:53.784326799
BRU00009388,Toothbrush 4000,2022-12-04 23:54:20.484900400,22,4,hp53bp,hp53bp,1,Order Confirmed,2022-12-05 00:59:20.167123600,,
BRU00008728,Toothbrush 2000,2022-12-04 15:36:42.522874000,70,3,dn85ax,dn85ax,1,Order Confirmed,2022-12-04 16:40:31.495121200,,
BRU00008742,Toothbrush 2000,2022-12-04 17:42:53.383047200,63,9,b346dt,b346dt,1,Order Received,2022-12-04 17:54:59.385024800,,
BRU00009340,Toothbrush 4000,2022-12-04 23:18:55.974141200,29,8,cv130qa,cv130qa,1,Dispatched,2022-12-05 05:22:42.830931200,Delivered,2022-12-06 06:31:33.613091600
BRU00009075,Toothbrush 4000,2022-12-05 16:54:02.677850800,40,2,im13jw,im13jw,1,Order Confirmed,2022-12-05 17:45:03.454669600,,
BRU00008746,Toothbrush 2000,2022-12-05 05:27:54.145096399,87,3,cm26hr,cm26hr,1,Dispatched,2022-12-05 13:04:41.919090799,Delivered,2022-12-07 06:40:53.755296799
BRU00009280,Toothbrush 2000,2022-12-05 05:34:23.464820000,74,2,dn48ds,dn48ds,1,Dispatched,2022-12-05 12:38:52.431800000,Delivered,2022-12-06 22:37:49.974777200
BRU00009376,Toothbrush 4000,2022-12-05 20:40:07.433418400,35,2,ex175he,ex175he,1,Order Received,2022-12-05 20:52:34.236800800,,
BRU00009445,Toothbrush 4000,2022-12-05 16:37:34.531846400,42,4,b75pg,b75pg,1,Dispatched,2022-12-05 23:20:13.490276000,Delivered,2022-12-07 09:45:01.277964800
BRU00009585,Toothbrush 4000,2022-12-05 18:31:18.705738800,13,2,g328ju,g328ju,1,Order Received,2022-12-05 18:43:21.359788400,,
BRU00009633,Toothbrush 4000,2022-12-05 11:58:25.795315600,41,4,hx49pr,hx49pr,1,Order Confirmed,2022-12-05 12:49:25.901076400,,
BRU00009605,Toothbrush 2000,2022-12-04 12:09:25.139758000,99,9,cw57lq,cw57lq,1,Order Received,2022-12-04 12:22:32.995729600,,
BRU00009175,Toothbrush 2000,2022-12-04 16:49:25.438259600,77,4,ex12ny,ex12ny,1,Dispatched,2022-12-05 00:37:11.092083200,In Transit,2022-12-05 01:40:51.297707600
BRU00008915,Toothbrush 4000,2022-12-05 17:50:38.670165200,14,7,fk33at,fk33at,1,Order Received,2022-12-05 18:01:53.934311600,,
BRU00009437,Toothbrush 4000,2022-12-05 21:20:18.415052400,30,4,cv345dt,cv345dt,1,Order Received,2022-12-05 21:32:38.349159600,,
BRU00009113,Toothbrush 2000,2022-12-04 22:13:46.036951999,94,7,e153ny,e153ny,1,Order Received,2022-12-04 22:25:18.591700399,,
BRU00009626,Toothbrush 2000,2022-12-04 20:18:09.250028000,77,1,b22dt,b22dt,1,Order Received,2022-12-04 20:31:05.821421600,,
